00FF,00,81,02,00000000001F,FEFEFE7D,FEF02E66BB80,F02E65F2,01,2B,28,00,63A29E,80,E0,00,E45B1AFC91F13826CCFC360C15C0DC9BDDFC352906F1E39306000668D05BAA84662330E6D23FEAA418B0B9CDA308D8B1,29,04,00FF,0B,2EE13342EDFC98E67798FB9B367A48399958730B2EBFE72DEFC14787CBBABB1E26129F4529D17A72497FA0B57042B8953B2B9DA73D78546D3E6642FEBF4A609ECC73FA0474C06C35DD3FAB290E4C3820C0,04,00FF,17,442535407BA6B9F2282191CD2F010CB084CFDE74F8BEF7B6DFBF3D671F504AEA869156F6FCDB175D6E8114F129026EC37B13F6CA579459F61DA73B0B46834A0BE68309D8B2984A573EF3BAE6,15F88D
00FF,00,81,02,00000000001F,FEFEFE7D,FEF0C0E5DE80,F03B5870,01,1F,1C,00,EF42AE,80,E0,00,B66D18172FDC3CD86B7ABE146FBDE4C20E57C33A87B5AC36BD69D3F890C383C71AD6A27DEB236CF1A3BA985859F5264D,DD,04,00FF,09,73C8FBE8C2DF1EF99674D199256E86F066BE92C2D5B84B1AC854B3408A70E765AC3D53D0D8538A489F15497B2B6AA9782D6EFF43CBCA9BB933A3F35C5E4D2AD7230F6880207A78A2027DE482B762E06B47,04,00FF,14,1F87682A3D3ADBABA6286A917CED55C9FDE906008A2476A851A6801AB3D4DECA8264FAC83882B9045E679C7F4537F088042F8DDB74864943CD53824284B115D84172652CDC37524FC1CC4ACCB6,3A2FBF       
00FF,00,81,04,00000000001F,FEFEFE7D,FEF0542F4A80,F1605551,01,2A,28,00,F9F498,80,E0,00,8E471D068A26E627BD49CCF07FA5EBAA7A1ACF96E02305AC352364ABAAC2D440D63AB5C5DE3AAF5AA9CF0F861729DD9E,4D,04,00FF,09,D10DDCA31A9028D5B41369B8429269AA2A7907D07B2D00525DC94CB1319316C8CC2577B29A8FF963FEF4E603B43E9CDD8A3ACB1F453110E577D58CE772F9BEE1A6B304755AEC7E8BB7ECA104F026E8B860,04,00FF,14,EE3DDBE9040A962A3349836E84CCCEAED5798795FB4D01EDED1CC669841E276C34ED9FDAB8490DE4E20FFEE679065C8583059BF053C1E0C3F806872DF129D2A906668A9A4D,0A5A53
00FF,00,81,04,00000000001F,FEFEFE7D,FEF0EE36DB80,F053EB19,01,2B,28,00,C598A4,80,E0,00,BA37E72101B392674306BA44A80479B7CACDF0A1D2295A4A3EF798228F99440F526836B3C8494E1815BE80D5A3FF8B55,14,04,00FF,0A,4426E6E3951D2ED90DD893EC6FCCE6246E670AA20A436CE5B5F50A4359BAE1309962FFDFB3A2C5BBBA146266D329F58F1E70218FEA86ADEB235F5C07D4F6E8CB4507EA1EE509E35EF5C2C1D680637CF2CC,04,00FF,15,EFD5EB319AC68CC83166B388E7BC3C4E0C5D720A2CA6AD05FA5398950317D187C0F2106128254CF34769F1769E261DD01F253CC990E444C6C8A933190AD8CEF15637050980090ED2034D576F7BDA,2EDCD4
00FF,00,81,06,00000000001F,FEFEFE7D,FEF157192880,F0469F5A,01,2B,28,00,EB9F34,80,E0,00,A71F5060488D86CC00564C8DF1746ECAA76B2487C0D5F9DDCE4D144DDC2CEF9423C6B7413EB96B3B099F01CEA317EBD2,F3,04,00FF,09,4511732E5E250EF5E7B9806CD5D6BA353639030D029E4697BB8E796D5ACC1D18CB0B4E5C384708BA0561377EF16EA30354520E432455A925A1076092BBFCF4F026DD405CC2DBA154FA601C9B074257FC74,04,00FF,14,63BBCFC561000D8592F3A4EB46C15D634B7D771071C8B7A2809A8F2FB063C1FBCCD31525BE497B32C41CFF406ED8EBBF97105D5947930968F20CA6063F27B61E3E2C15260F231F78B2B588C3E7,6C3C57
00FF,00,81,08,00000000001F,FEFEFE7D,FEF0FA4A6680,F053EB19,01,2B,28,00,C64490,80,E0,00,748FF033086273D8E6AC75CCED231C91F6C57F1417BBF5BB35BE397438075AA20E22CE6C257E241718090B3A223464B4,35,04,00FF,0B,0217B143ED2F006C42FE6386C2175A6D614E589317EF891E2ABB79D973A63658B7A0B7B4BFFEE9A610F274F4D23825DB81C5431E1B4E383AD2AFAABD48EFBBE50BB2E104C0BB2AE7D687A64310582C2350,04,00FF,16,9A4CB3D7871F7542D03DB796D187C1DDA6F271FF2B29C620F77A8FDD98BC82CED174A9E3374C57D04F6B4093D127FFB5F955B7269F65475E406B866F983405CA7C093C7E8199BE10AEA7BFCF6517,AF7ED8
00FF,00,81,0A,50C4EDDA2B5F,FEFEFE7F,FEF02CAF5E80,F15808EB,01,2A,27,00,8E6FFF,80,E0,00,231CC9BAB6EE4D9F918A2C517590A7323AA05DBB57F2256B264EAA81278BDD942FEA2D7668BCC01E0525DDB384058126,FB,04,00FF,09,CEDA82192DCCBB9DD263A9035B51EA57213F852E9F46C39B25496FEBDDBF539112EF453054C7F13B14969435358F2C93DF432BA227AF7813A183F29D32571787EF435138381A97B5BA6C9577CB41F92CD1,04,00FF,16,0CA28B94980BA3820C38C887452A01AB175AF94622843396051AE08A50AFDEFF51EACEBECB79F15D992B16EB497DD8B6A77395870314BBFCA688B0323D,129BDF
00FF,00,81,0C,00000000321F,FEFEFE7D,FEF0AE9BF080,F05F8D80,01,2A,28,00,D39024,80,60,00,0D193B8B95DFEF3CE90FF34C14D8163461B649B98161250EEF7BAF882A60A56571D92B83A9008F0CE1481AAAC4CAAB81,3B,04,00FF,08,E81A90DE3831A9ACFB2BB3D3A725E4123A737158000FCDDD224B6BBA207A02785AC56EB1A94611877F33D15D9CCC49DB051A08AA82A5BCA8751E871943FE481EBB2A25F68F5408CD8C57AAB545D480FD99,04,00FF,12,66AAEA7B3F0AD62DB7FCB33974CD5D448FF39E2DF426F241CB28B31D9ED26CA7F77672B269E6CB2F312537D5E320352561E5A4983EE1E57BDE9FAC74259DF6A845EF2F33EFA8AF4A7FF3740022E5CFEC68,1C1C06
00FF,00,81,0E,00000000001F,FEFEFE7D,FEF0FA4A6680,F0542F4A,01,2B,28,00,C3477C,80,E0,00,6B91FCF5BCE8E8C49EAEC392EFEEE7A4A9E6F20E795A65847FC1F4A21FAC944BA2791253F899A0A441AB7DC910F88175,F2,04,00FF,08,B08561DDAAEBDF1FE51A134302A9C9BC42250233DEEB2030BA16BD1BBC387216E211F40F62112EF3F99849F87FB29F6FB1087F03AA9A1AE4EC38094E5E666374707788E7EFEDF49136DAE308560D1D1AA7,04,00FF,14,0C7912304A47A04FCCF859DF64D1AE482824C5103B04C4E8BE5601FD4A06C3118D68B77A44CE7C3C30710C939C30C3B44BC70331026AE53A1339C7F5E8203C15441949D8011326,60A0E0
00FF,00,81,10,00000000321F,FEFEFE7D,FEF0EE36DB80,F0FBBC6F,01,29,27,00,019B4E,80,60,00,FF4C36D99DC298CDAC94B80FFC7BDEF8EDFC978346C6BDFB794AF1FF9738E01AA1086D020B88CE7DBE8CE6CF46A62575,7A,04,00FF,0B,8B74710133738389BD4FEC6764E8706C538F9A913717C1B162073210C1593AD0BED484270E351EFAC176B295B721D42CE2318AFBF85B2704DA3AAE7C05B9D99826377961694E0F46F7B3DC60DD675081AF,04,00FF,13,159D5353507DBE421087B0950318712192A1BD56B89567C5075D3A24153373DB78BDD9CADEAFD5ABF83A11DE41511F2C4397B03FBB891656AC85C01F8AFF456CA7853AE27AB487A88CAA10E74F6EA123BD,1D66E1
